382413,2821,8,1023,3
382414,2821,4,1006,8
382415,2821,5,1024,11
382416,2821,7,1018,4
382417,2821,11,1028,16
382418,2821,13,1008,1
382419,2821,12,1013,9
382420,2821,14,1000,10
382421,2821,15,1025,12
382422,2821,16,1016,5
382423,2822,1,1004,4
382424,2822,10,1001,5
382425,2822,2,1002,2
382426,2822,3,1005,10
382427,2822,6,1011,8
382428,2822,9,1015,15
382429,2822,8,1023,1
382430,2822,4,1006,6
382431,2822,5,1024,11
382432,2822,7,1018,7
382433,2822,11,1028,16
382434,2822,13,1021,3
382435,2822,12,1010,12
382436,2822,14,1000,14
382437,2822,15,1025,9
382438,2822,16,1016,13
382439,2823,1,1009,6
382440,2823,10,1001,4
382441,2823,2,1002,10
382442,2823,3,1012,15
382443,2823,6,1011,13
382444,2823,9,1015,14
382445,2823,8,1020,3
382446,2823,4,1006,9
382447,2823,5,1007,11
382448,2823,7,1018,1
382449,2823,11,1028,16
382450,2823,13,1021,2
382451,2823,12,1013,7
382452,2823,14,1019,12
382453,2823,15,1025,8
382454,2823,16,1016,5
382455,2824,1,1004,1
382456,2824,10,1001,6
382457,2824,2,1002,9
382458,2824,3,1012,13
382459,2824,6,1014,3
382460,2824,9,1015,11
382461,2824,8,1023,4
382462,2824,4,1006,7
382463,2824,5,1024,14
382464,2824,7,1030,12
382465,2824,11,1028,10
382466,2824,13,1008,16
382467,2824,12,1010,5
382468,2824,14,1000,2
382469,2824,15,1031,15
382470,2824,16,1027,8
382471,2825,1,1009,16
382472,2825,10,1001,5
382473,2825,2,1002,4
382474,2825,3,1012,10
382475,2825,6,1011,13
382476,2825,9,1015,15
382477,2825,8,1020,9
382478,2825,4,1022,1
382479,2825,5,1024,6
382480,2825,7,1018,3
382481,2825,11,1028,12
382482,2825,13,1008,11
382483,2825,12,1013,8
382484,2825,14,1000,14
382485,2825,15,1025,7
382486,2825,16,1027,2
382487,2826,1,1009,3
382488,2826,10,1001,7
382489,2826,2,1002,12
382490,2826,3,1012,11
382491,2826,6,1011,13
382492,2826,9,1015,14
382493,2826,8,1020,8
382494,2826,4,1006,10
382495,2826,5,1024,4
382496,2826,7,1018,6
382497,2826,11,1028,15
382498,2826,13,1021,5
382499,2826,12,1013,9
382500,2826,14,1000,2
382501,2826,15,1025,16
382502,2826,16,1027,1
382503,2827,17,1003,4
382504,2827,24,1004,16
382505,2827,20,1008,5
382506,2827,19,1025,1
382507,2827,23,1021,6
382508,2827,22,1019,10
382509,2827,21,1012,7
382510,2827,25,1010,15
382511,2827,18,1002,14
382512,2827,26,1028,13
382513,2827,27,1000,9
382514,2827,30,1026,11
382515,2827,28,1023,8
382516,2827,29,1009,2
382517,2827,31,1018,3
382518,2827,32,1024,12
382519,2828,17,1003,16
382520,2828,24,1027,11
382521,2828,20,1031,10
382522,2828,19,1006,6
382523,2828,23,1020,9
382524,2828,22,1019,8
382525,2828,21,1012,5
382526,2828,25,1030,7
382527,2828,18,1002,14
382528,2828,26,1028,12
382529,2828,27,1029,1
382530,2828,30,1026,15
382531,2828,28,1001,2
382532,2828,29,1009,13
382533,2828,31,1018,4
382534,2828,32,1024,3
382535,2829,17,1022,2
382536,2829,24,1004,7
382537,2829,20,1031,8
382538,2829,19,1025,14
382539,2829,23,1021,5
382540,2829,22,1019,13
382541,2829,21,1012,6
382542,2829,25,1010,9
382543,2829,18,1002,11
382544,2829,26,1028,16
382545,2829,27,1000,4
382546,2829,30,1026,1
382547,2829,28,1023,12
382548,2829,29,1013,10
382549,2829,31,1011,15
382550,2829,32,1024,3
382551,2830,17,1022,4
382552,2830,24,1004,12
382553,2830,20,1008,8
382554,2830,19,1025,5
382555,2830,23,1021,9
382556,2830,22,1019,16
382557,2830,21,1015,2
382558,2830,25,1010,1
382559,2830,18,1002,7
382560,2830,26,1028,15
382561,2830,27,1000,11
382562,2830,30,1014,6
382563,2830,28,1023,10
382564,2830,29,1009,13
382565,2830,31,1011,14
382566,2830,32,1024,3
382567,2831,17,1022,7
382568,2831,24,1004,14
382569,2831,20,1008,11
382570,2831,19,1025,6
382571,2831,23,1021,1
382572,2831,22,1019,16
382573,2831,21,1015,2
382574,2831,25,1010,15
382575,2831,18,1002,3
382576,2831,26,1028,4
382577,2831,27,1000,5
382578,2831,30,1026,8
382579,2831,28,1023,13
382580,2831,29,1009,9
382581,2831,31,1011,10
382582,2831,32,1024,12
382583,2833,17,1022,6
382584,2833,24,1004,12
382585,2833,20,1008,2
382586,2833,19,1025,1
382587,2833,23,1020,4
382588,2833,22,1019,13
382589,2833,21,1015,5
382590,2833,25,1010,11
382591,2833,18,1002,14
382592,2833,26,1028,9
382593,2833,27,1000,8
382594,2833,30,1014,3
382595,2833,28,1023,16
382596,2833,29,1009,10
382597,2833,31,1011,15
382598,2833,32,1024,7
382599,2834,17,1003,1
382600,2834,24,1004,14
382601,2834,20,1008,9
382602,2834,19,1025,4
382603,2834,23,1021,5
382604,2834,22,1019,13
382605,2834,21,1012,2
382606,2834,25,1010,6
382607,2834,18,1002,16
382608,2834,26,1028,12
382609,2834,27,1000,15
382610,2834,30,1026,3
382611,2834,28,1023,7
382612,2834,29,1009,8
382613,2834,31,1011,10
382614,2834,32,1024,11
382615,2835,17,1022,15
382616,2835,24,1027,5
382617,2835,20,1031,3
382618,2835,19,1025,16
382619,2835,23,1020,6
382620,2835,22,1017,1
382621,2835,21,1012,10
382622,2835,25,1010,11
382623,2835,18,1002,9
382624,2835,26,1028,14
382625,2835,27,1029,4
382626,2835,30,1026,13
382627,2835,28,1001,2
382628,2835,29,1013,7
382629,2835,31,1018,12
382630,2835,32,1005,8
382631,2836,17,1022,5
382632,2836,24,1004,13
382633,2836,20,1008,2
382634,2836,19,1025,8
382635,2836,23,1021,15
382636,2836,22,1019,16
382637,2836,21,1012,4
382638,2836,25,1010,7
382639,2836,18,1002,12
382640,2836,26,1028,11
382641,2836,27,1000,9
382642,2836,30,1026,1
382643,2836,28,1023,14
382644,2836,29,1009,10
382645,2836,31,1011,6
382646,2836,32,1005,3
382647,2837,17,1022,10
382648,2837,24,1004,15
382649,2837,20,1008,4
382650,2837,19,1025,3
382651,2837,23,1021,2
382652,2837,22,1019,13
382653,2837,21,1015,1
382654,2837,25,1010,11
382655,2837,18,1002,14
382656,2837,26,1028,16
382657,2837,27,1000,12
382658,2837,30,1026,5
382659,2837,28,1023,6
382660,2837,29,1009,7
382661,2837,31,1011,8
382662,2837,32,1024,9
382663,2832,17,1022,1
382664,2832,24,1004,16
382665,2832,20,1031,5
382666,2832,19,1025,6
382667,2832,23,1021,9
382668,2832,22,1019,13
382669,2832,21,1015,4
382670,2832,25,1030,11
382671,2832,18,1007,10
382672,2832,26,1028,14
382673,2832,27,1000,15
382674,2832,30,1026,7
382675,2832,28,1023,8
382676,2832,29,1009,12
382677,2832,31,1018,3
382678,2832,32,1005,2
382679,2838,33,1012,2
382680,2838,35,1002,1
382681,2838,38,1011,13
382682,2838,41,1021,10
382683,2838,36,1017,16
382684,2838,39,1004,12
382685,2838,37,1006,7
382686,2838,34,1000,9
382687,2838,40,1030,3
382688,2838,42,1029,11
382689,2838,43,1028,15
382690,2838,45,1025,8
382691,2838,44,1022,5
382692,2838,46,1013,4
382693,2838,47,1008,14
382694,2838,48,1020,6
382695,2839,33,1019,12
382696,2839,35,1002,1
382697,2839,38,1011,16
382698,2839,41,1021,10
382699,2839,36,1017,2
382700,2839,39,1004,13
382701,2839,37,1006,5
382702,2839,34,1000,9
382703,2839,40,1030,4
382704,2839,42,1029,3
382705,2839,43,1028,11
382706,2839,45,1025,6
382707,2839,44,1022,8
382708,2839,46,1013,14
382709,2839,47,1008,15
382710,2839,48,1020,7
382711,2840,33,1012,2
382712,2840,35,1002,1
382713,2840,38,1011,13
382714,2840,41,1021,14
382715,2840,36,1017,6
382716,2840,39,1004,12
382717,2840,37,1009,7
382718,2840,34,1000,11
382719,2840,40,1023,9
382720,2840,42,1029,8
382721,2840,43,1028,5
382722,2840,45,1025,15
382723,2840,44,1022,4
382724,2840,46,1026,3
382725,2840,47,1008,10
382726,2840,48,1001,16
382727,2841,33,1019,1
382728,2841,35,1002,16
382729,2841,38,1011,14
382730,2841,41,1021,15
382731,2841,36,1017,13
382732,2841,39,1004,11
382733,2841,37,1009,3
382734,2841,34,1000,7
382735,2841,40,1023,2
382736,2841,42,1029,5
382737,2841,43,1028,6
382738,2841,45,1025,12
382739,2841,44,1015,10
382740,2841,46,1013,4
382741,2841,47,1008,8
382742,2841,48,1020,9
382743,2842,33,1012,16
382744,2842,35,1002,5
382745,2842,38,1011,15
382746,2842,41,1031,2
382747,2842,36,1017,4
382748,2842,39,1004,7
382749,2842,37,1006,1
382750,2842,34,1000,6
382751,2842,40,1023,3
382752,2842,42,1029,8
382753,2842,43,1028,9
382754,2842,45,1025,10
382755,2842,44,1015,11
382756,2842,46,1013,12
382757,2842,47,1008,13
382758,2842,48,1020,14
382759,2843,33,1012,3
382760,2843,35,1002,15
382761,2843,38,1011,10
382762,2843,41,1021,8
382763,2843,36,1017,16
382764,2843,39,1004,9
382765,2843,37,1009,7
382766,2843,34,1000,11
382767,2843,40,1023,4
382768,2843,42,1029,2
382769,2843,43,1028,13
382770,2843,45,1025,6
382771,2843,44,1015,1
382772,2843,46,1013,12
382773,2843,47,1008,14
382774,2843,48,1020,5
382775,2844,33,1019,14
382776,2844,35,1002,2
382777,2844,38,1010,4
382778,2844,41,1031,6
382779,2844,36,1017,16
382780,2844,39,1004,15
382781,2844,37,1006,9
382782,2844,34,1000,8
382783,2844,40,1023,7
382784,2844,42,1029,1
382785,2844,43,1027,5
382786,2844,45,1024,3
382787,2844,44,1015,13
382788,2844,46,1026,11
382789,2844,47,1008,12
382790,2844,48,1001,10
382791,2845,33,1019,4
382792,2845,35,1002,1
382793,2845,38,1010,7
382794,2845,41,1021,8
382795,2845,36,1017,16
382796,2845,39,1004,9
382797,2845,37,1009,14
382798,2845,34,1003,5
382799,2845,40,1023,11
382800,2845,42,1029,10
382801,2845,43,1028,15
382802,2845,45,1025,12
382803,2845,44,1015,3
382804,2845,46,1013,6
382805,2845,47,1008,13
382806,2845,48,1020,2
382807,2846,33,1019,10
382808,2846,35,1014,1
382809,2846,38,1011,5
382810,2846,41,1021,8
382811,2846,36,1017,6
382812,2846,39,1004,15
382813,2846,37,1006,4
382814,2846,34,1000,13
382815,2846,40,1030,2
382816,2846,42,1029,11
382817,2846,43,1028,16
382818,2846,45,1025,3
382819,2846,44,1015,9
382820,2846,46,1013,14
382821,2846,47,1008,12
382822,2846,48,1020,7
382823,2847,49,1006,11
382824,2847,50,1014,6
382825,2847,57,1012,10
382826,2847,53,1031,5
382827,2847,56,1022,9
382828,2847,51,1019,7
382829,2847,52,1004,8
382830,2847,55,1002,4
382831,2847,54,1010,2
382832,2847,58,1009,15
382833,2847,60,1000,14
382834,2847,61,1020,13
382835,2847,59,1008,12
382836,2847,62,1025,3
382837,2847,63,1018,1
382838,2848,49,1006,10
382839,2848,50,1013,7
382840,2848,57,1012,15
382841,2848,53,1031,11
382842,2848,56,1028,3
382843,2848,51,1019,12
382844,2848,52,1004,4
382845,2848,55,1002,8
382846,2848,54,1010,5
382847,2848,58,1009,13
382848,2848,60,1000,9
382849,2848,61,1026,6
382850,2848,59,1008,2
382851,2848,62,1015,1
382852,2848,63,1018,14
382853,2849,49,1006,11
382854,2849,50,1013,2
382855,2849,57,1012,9
382856,2849,53,1031,6
382857,2849,56,1022,3
382858,2849,51,1019,15
382859,2849,52,1004,12
382860,2849,55,1002,4
382861,2849,54,1010,1
382862,2849,58,1009,14
382863,2849,60,1000,10
382864,2849,61,1026,7
382865,2849,59,1008,8
382866,2849,62,1025,5
382867,2849,63,1018,13
382868,2850,49,1006,10
382869,2850,50,1013,3
382870,2850,57,1012,4
382871,2850,53,1031,2
382872,2850,56,1022,8
382873,2850,51,1019,9
382874,2850,52,1001,1
382875,2850,55,1023,5
382876,2850,54,1005,6
382877,2850,58,1009,11
382878,2850,60,1000,7
382879,2850,61,1026,12
382880,2850,59,1008,14
382881,2850,62,1025,13
382882,2850,63,1018,15
382883,2851,49,1006,2
382884,2851,50,1013,9
382885,2851,57,1012,4
382886,2851,53,1031,1
382887,2851,56,1028,13
382888,2851,51,1019,12
382889,2851,52,1004,11
382890,2851,55,1002,8
382891,2851,54,1010,7
382892,2851,58,1009,14
382893,2851,60,1000,6
382894,2851,61,1020,3
382895,2851,59,1008,10
382896,2851,62,1025,5
382897,2851,63,1018,15
382898,2852,49,1006,9
382899,2852,50,1013,3
382900,2852,57,1012,8
382901,2852,53,1031,14
382902,2852,56,1022,12
382903,2852,51,1019,10
382904,2852,52,1001,6
382905,2852,55,1002,2
382906,2852,54,1010,11
382907,2852,58,1009,4
382908,2852,60,1000,15
382909,2852,61,1026,7
382910,2852,59,1027,13
382911,2852,62,1015,1
382912,2852,63,1021,5
382913,2853,49,1006,7
382914,2853,50,1013,6
382915,2853,57,1012,9
382916,2853,53,1031,14
382917,2853,56,1022,4
382918,2853,51,1003,2
382919,2853,52,1004,11
382920,2853,55,1023,5
382921,2853,54,1010,1
382922,2853,58,1009,15
382923,2853,60,1000,12
382924,2853,61,1026,13
382925,2853,59,1008,10
382926,2853,62,1025,3
382927,2853,63,1018,8
382928,2854,49,1006,3
382929,2854,50,1013,4
382930,2854,57,1012,5
382931,2854,53,1031,10
382932,2854,56,1022,2
382933,2854,51,1019,7
382934,2854,52,1004,11
382935,2854,55,1002,12
382936,2854,54,1010,6
382937,2854,58,1009,13
382938,2854,60,1000,8
382939,2854,61,1020,1
382940,2854,59,1008,14
382941,2854,62,1025,9
382942,2854,63,1018,15
382943,2855,49,1006,13
382944,2855,50,1013,15
382945,2855,57,1012,9
382946,2855,53,1031,14
382947,2855,56,1022,3
382948,2855,51,1019,5
382949,2855,52,1001,2
382950,2855,55,1002,7
382951,2855,54,1010,4
382952,2855,58,1009,12
382953,2855,60,1000,11
382954,2855,61,1020,1
382955,2855,59,1008,10
382956,2855,62,1025,8
382957,2855,63,1018,6
382958,2857,70,1017,8
382959,2865,70,1017,2
382960,2861,70,1017,8
382961,2863,70,1017,9
382962,2866,70,1030,2
382963,2856,70,1017,3
382964,2859,71,1002,7
382965,2858,71,1002,1
382966,2862,71,1002,9
382967,2860,71,1002,10
382968,2864,71,1002,4
382969,2857,71,1002,6
382970,2865,71,1002,5
382971,2861,71,1002,7
382972,2863,71,1031,7
382973,2866,71,1002,12
382974,2856,71,1002,6
382975,2859,66,1018,13
382976,2858,66,1018,12
382977,2862,66,1012,1
382978,2860,66,1018,9
382979,2864,66,1018,7
382980,2857,66,1018,9
382981,2865,66,1018,12
382982,2861,66,1018,11
382983,2863,66,1018,14
382984,2866,66,1018,1
382985,2856,66,1018,13
382986,2859,68,1025,11
382987,2858,68,1025,14
382988,2862,68,1025,13
382989,2860,68,1025,11
382990,2864,68,1025,13
382991,2857,68,1025,11
382992,2865,68,1025,11
382993,2861,68,1025,12
382994,2863,68,1025,12
382995,2866,68,1025,9
382996,2856,68,1025,12
382997,2859,72,1009,12
382998,2858,72,1009,6
382999,2862,72,1009,7
383000,2860,72,1009,12
383001,2864,72,1009,8
383002,2857,72,1009,13
383003,2865,72,1009,8
383004,2861,72,1009,10
383005,2863,72,1009,1
383006,2866,72,1009,8
383007,2856,72,1009,9
383008,2859,74,1008,1
383009,2858,74,1008,4
383010,2862,74,1006,4
383011,2860,74,1006,4
383012,2864,74,1008,1
383013,2857,74,1006,1
383014,2865,74,1008,6
383015,2861,74,1008,9
383016,2863,74,1008,8
383017,2866,74,1008,5
383018,2856,74,1008,10
383019,2859,73,1003,4
383020,2858,73,1016,5
383021,2862,73,1016,3
383022,2860,73,1003,7
383023,2864,73,1016,9
383024,2857,73,1016,2
383025,2865,73,1016,1
383026,2861,73,1016,5
383027,2863,73,1003,10
383028,2866,73,1016,6
383029,2856,73,1003,2
383030,2859,75,1023,8
383031,2858,75,1023,3
383032,2862,75,1023,6
383033,2860,75,1023,3
383034,2864,75,1023,11
383035,2857,75,1023,5
383036,2865,75,1023,10
383037,2861,75,1023,1
383038,2863,75,1026,3
383039,2866,75,1023,7
383040,2856,75,1023,8
383041,2859,76,1011,10
383042,2858,76,1011,8
383043,2862,76,1011,11
383044,2860,76,1011,2
383045,2864,76,1011,12
383046,2857,76,1011,12
383047,2865,76,1011,9
383048,2861,76,1011,4
383049,2863,76,1021,2
383050,2866,76,1011,11
383051,2856,76,1011,7
383052,2859,77,1004,2
383053,2858,77,1004,7
383054,2862,77,1004,10
383055,2860,77,1004,1
383056,2864,77,1004,6
383057,2857,77,1004,14
383058,2865,77,1029,7
383059,2861,77,1004,13
383060,2863,77,1004,13
383061,2866,77,1004,10
383062,2856,77,1004,5
383063,2862,69,1024,8
383064,2860,69,1010,5
383065,2864,69,1024,10
383066,2857,69,1024,3
383067,2865,69,1024,13
383068,2861,69,1024,3
383069,2863,69,1010,11
383070,2866,69,1024,13
383071,2856,69,1024,11
383072,2859,65,1013,5
383073,2858,65,1013,10
383074,2862,65,1013,5
383075,2860,65,1013,13
383076,2864,65,1013,2
383077,2857,65,1013,7
383078,2865,65,1013,3
383079,2861,65,1013,6
383080,2863,65,1013,5
383081,2866,65,1013,3
383082,2856,65,1013,4
383083,2859,70,1030,3
383084,2858,70,1017,11
383085,2862,70,1017,2
383086,2860,70,1030,8
383087,2864,70,1017,5
383088,2859,64,1000,6
383089,2858,64,1000,2
383090,2862,64,1000,12
383091,2860,64,1027,6
383092,2864,64,1000,3
383093,2857,64,1000,4
383094,2865,64,1000,4
383095,2861,64,1000,2
383096,2863,64,1000,6
383097,2866,64,1000,4
383098,2856,64,1000,1
383099,2859,67,1019,14
383100,2858,67,1019,13
383101,2862,67,1019,14
383102,2860,67,1019,14
383103,2864,67,1019,14
383104,2857,67,1019,10
383105,2865,67,1019,14
383106,2861,67,1019,14
383107,2863,67,1007,4
383108,2866,67,1019,14
383109,2856,67,1019,14
383110,2859,69,1024,9
383111,2858,69,1024,9
383795,2892,82,1030,6
383796,2892,79,1021,3
383797,2892,80,1020,4
383798,2892,83,1014,13
383799,2892,84,1010,5
383800,2892,86,1025,12
383801,2892,81,1019,11
383802,2892,88,1015,9
383803,2892,89,1001,10
383804,2892,90,1011,8
383805,2892,91,1012,7
383806,2892,92,1000,15
383807,2892,78,1009,1
383808,2892,87,1027,2
383809,2892,85,1024,14
383810,2893,79,1002,5
383811,2893,80,1004,13
383812,2893,83,1014,7
383813,2893,84,1016,15
383814,2893,86,1017,1
383815,2893,81,1006,6
383816,2893,88,1015,2
383817,2893,89,1001,14
383818,2893,90,1008,3
383819,2893,91,1012,4
383820,2893,92,1022,11
383821,2893,78,1009,9
383822,2893,87,1027,10
383823,2893,85,1024,8
383824,2893,82,1007,12
383825,2894,79,1021,12
383826,2894,80,1020,9
383827,2894,83,1014,5
383828,2894,84,1010,3
383829,2894,86,1025,15
383830,2894,81,1019,11
383831,2894,88,1015,1
383832,2894,89,1028,4
383833,2894,90,1011,8
383834,2894,91,1012,7
383835,2894,92,1000,6
383836,2894,78,1009,2
383837,2894,87,1003,13
383838,2894,85,1024,10
383839,2894,82,1030,14
383840,2895,79,1021,1
383841,2895,80,1004,13
383842,2895,83,1014,7
383843,2895,84,1016,4
383844,2895,86,1025,15
383845,2895,81,1019,14
383846,2895,88,1023,9
383847,2895,89,1001,5
383848,2895,90,1011,6
383849,2895,91,1013,3
383850,2895,92,1000,10
383851,2895,78,1009,11
383852,2895,87,1003,12
383853,2895,85,1024,8
383854,2895,82,1030,2
383855,2896,79,1021,3
383856,2896,80,1020,2
383857,2896,83,1005,10
383858,2896,84,1010,9
383859,2896,86,1025,14
383860,2896,81,1019,13
383861,2896,88,1023,7
383862,2896,89,1001,6
383863,2896,90,1011,5
383864,2896,91,1013,4
383865,2896,92,1000,12
383866,2896,78,1009,1
383867,2896,87,1003,15
383868,2896,85,1024,8
383869,2896,82,1030,11
383870,2897,79,1021,2
383871,2897,80,1020,3
383872,2897,83,1014,6
383873,2897,84,1010,12
383874,2897,86,1025,14
383875,2897,81,1019,15
383876,2897,88,1023,13
383877,2897,89,1001,9
383878,2897,90,1008,8
383879,2897,91,1013,4
383880,2897,92,1000,7
383881,2897,78,1009,1
383882,2897,87,1003,10
383883,2897,85,1031,5
383884,2897,82,1030,11
383885,2898,79,1002,5
383886,2898,80,1020,3
383887,2898,83,1005,2
383888,2898,84,1010,6
383889,2898,86,1025,15
383890,2898,81,1019,13
383891,2898,88,1023,8
383892,2898,89,1028,1
383893,2898,90,1011,14
383894,2898,91,1012,7
383895,2898,92,1000,11
383896,2898,78,1009,10
383897,2898,87,1003,9
383898,2898,85,1024,12
383899,2898,82,1030,4
383900,2899,79,1002,2
383901,2899,80,1004,9
383902,2899,83,1005,8
383903,2899,84,1010,10
383904,2899,86,1025,7
383905,2899,81,1019,6
383906,2899,88,1023,12
383907,2899,89,1001,11
383908,2899,90,1011,4
383909,2899,91,1012,1
383910,2899,92,1000,15
383911,2899,78,1026,5
383912,2899,87,1003,13
383913,2899,85,1031,14
383914,2899,82,1030,3
383915,2900,79,1002,1
383916,2900,80,1004,2
383917,2900,83,1014,8
383918,2900,84,1016,3
383919,2900,86,1025,14
383920,2900,81,1019,15
383921,2900,88,1023,9
383922,2900,89,1028,6
383923,2900,90,1011,7
383924,2900,91,1012,4
383925,2900,92,1000,5
383926,2900,78,1009,10
383927,2900,87,1003,12
383928,2900,85,1024,11
383929,2900,82,1030,13
383930,2901,82,1030,12
383931,2901,79,1002,3
383932,2901,80,1004,4
383933,2901,83,1005,2
383934,2901,84,1010,14
383935,2901,86,1025,16
383936,2901,81,1019,8
383937,2901,88,1015,7
383938,2901,89,1001,10
383939,2901,90,1011,13
383940,2901,91,1012,11
383941,2901,92,1000,6
383942,2901,78,1009,9
383943,2901,87,1003,1
383944,2901,85,1024,5
383960,2922,98,1013,9
383961,2922,99,1018,7
383962,2922,97,1006,6
383963,2922,102,1010,5
383964,2922,101,1014,4
383965,2922,96,1003,3
383966,2922,95,1002,2
383967,2922,104,1029,1
383968,2922,103,1001,12
383969,2922,105,1019,15
383970,2922,106,1000,11
383971,2922,107,1009,10
383972,2922,93,1011,14
383973,2922,94,1016,8
383974,2922,100,1015,13
383975,2923,99,1018,10
383976,2923,97,1006,9
383977,2923,102,1010,8
383978,2923,101,1023,7
383979,2923,96,1003,11
383980,2923,95,1002,12
383981,2923,104,1027,2
383982,2923,103,1001,6
383983,2923,105,1019,14
383984,2923,106,1000,3
383985,2923,107,1009,13
383986,2923,93,1011,15
383987,2923,94,1016,1
383988,2923,100,1015,4
383989,2923,98,1030,5
383990,2924,99,1018,15
383991,2924,97,1006,4
383992,2924,102,1031,1
383993,2924,101,1023,6
383994,2924,96,1003,5
383995,2924,95,1022,2
383996,2924,104,1029,3
383997,2924,103,1001,12
383998,2924,105,1019,14
383999,2924,106,1000,13
384000,2924,107,1009,11
384001,2924,93,1011,9
384002,2924,94,1016,8
384003,2924,100,1015,10
384004,2924,98,1013,7
384005,2925,99,1018,11
384006,2925,97,1006,13
384007,2925,102,1010,3
384008,2925,101,1023,7
384009,2925,96,1003,4
384010,2925,95,1002,12
384011,2925,104,1029,8
384012,2925,103,1001,1
384013,2925,105,1019,15
384014,2925,106,1000,2
384015,2925,107,1009,14
384016,2925,93,1011,9
384017,2925,94,1021,5
384018,2925,100,1015,10
384019,2925,98,1013,6
384020,2926,98,1013,4
384021,2926,99,1018,8
384022,2926,97,1006,15
384023,2926,102,1010,7
384024,2926,101,1023,2
384025,2926,96,1003,10
384026,2926,95,1022,9
384027,2926,104,1027,6
384028,2926,103,1001,12
384029,2926,105,1025,5
384030,2926,106,1000,1
384031,2926,107,1009,11
384032,2926,93,1011,14
384033,2926,94,1016,3
384034,2926,100,1015,13
384035,2927,99,1018,8
384036,2927,97,1006,12
384037,2927,102,1031,2
384038,2927,101,1014,3
384039,2927,96,1003,10
384040,2927,95,1002,1
384041,2927,104,1029,4
384042,2927,103,1001,7
384043,2927,105,1019,14
384044,2927,106,1000,9
384045,2927,107,1009,15
384046,2927,93,1011,13
384047,2927,94,1021,6
384048,2927,100,1015,11
384049,2927,98,1030,5
384050,2928,99,1018,1
384051,2928,97,1006,14
384052,2928,102,1010,3
384053,2928,101,1023,8
384054,2928,96,1003,9
384055,2928,95,1002,6
384056,2928,104,1027,5
384057,2928,103,1001,12
384058,2928,105,1019,15
384059,2928,106,1000,4
384060,2928,107,1009,11
384061,2928,93,1011,13
384062,2928,94,1021,10
384063,2928,100,1015,7
384064,2928,98,1013,2
384065,2929,99,1024,2
384066,2929,97,1007,5
384067,2929,102,1031,4
384068,2929,101,1023,11
384069,2929,96,1003,3
384070,2929,95,1002,8
384071,2929,104,1027,7
384072,2929,103,1001,10
384073,2929,105,1025,12
384074,2929,106,1000,14
384075,2929,107,1009,13
384076,2929,93,1005,6
384077,2929,94,1021,1
384078,2929,100,1015,15
384079,2929,98,1030,9
384080,2930,99,1024,14
384081,2930,97,1006,11
384082,2930,102,1010,1
384083,2930,101,1023,2
384084,2930,96,1003,10
384085,2930,95,1002,6
384086,2930,104,1027,4
384087,2930,103,1001,13
384088,2930,105,1019,9
384089,2930,106,1000,7
384090,2930,107,1009,8
384091,2930,93,1011,15
384092,2930,94,1021,3
384093,2930,100,1015,12
384094,2930,98,1030,5
384095,2931,98,1013,4
384096,2931,99,1018,6
384097,2931,97,1006,14
384098,2931,102,1010,3
384099,2931,101,1014,2
384100,2931,96,1003,11
